Cell ID,has_aggregate,cell_area,cell_mean_intensity,cell_total_intensity,cell_variance_intensity,cell_sd_intensity,aggregate_total_intensity,aggregate_mean_intensity,rest_of_cell_mean_intensity,rest_of_cell_total_intensity,rest_of_cell_variance_intensity,rest_of_cell_sd_intensity
536,True,5365,14.0636843740292,75451.66666666666,327.3288427161616,18.092231557112065,163.0,54.333333333333336,14.056176982351479,226192.0,326.3422331598281,18.064944870102096
537,False,4973,21.557275956833568,107204.33333333333,734.1818357594266,27.095790000651885,,,,,,
538,False,3155,21.809508716323297,68809.0,766.2575324052331,27.681357127229745,,,,,,
539,True,6839,18.742116293805136,128177.33333333333,517.9512861193411,22.758543145802218,244.0,40.666666666666664,18.735702793622934,384288.0,517.2881012551426,22.74396845880557
540,False,2079,10.111431778098444,21021.666666666664,167.95407325865347,12.959709613207137,,,,,,
541,False,3712,31.65678879310345,117510.0,1724.1083195732078,41.52238335612743,,,,,,
542,False,3620,20.79198895027624,75267.0,683.397523300062,26.14187298760481,,,,,,
543,False,1996,18.322645290581164,36572.0,568.0876167833328,23.834588664026338,,,,,,
544,False,2806,17.224518888096934,48332.0,488.04723916625045,22.09179121679024,,,,,,
545,False,4664,30.87814465408805,144015.66666666666,1661.2184989018886,40.75804827149956,,,,,,
546,False,6183,15.29289988678635,94556.0,380.3677651040535,19.50301938429159,,,,,,
547,False,2884,28.25947757743874,81500.33333333333,1388.098991312835,37.25720052973432,,,,,,
548,False,1554,24.54676104676105,38145.66666666667,907.8531330098253,30.130601271959797,,,,,,
549,False,6606,14.610455141790291,96516.66666666667,335.7422905285408,18.32327182924875,,,,,,
550,False,5806,13.784648065219887,80033.66666666667,330.67075524702267,18.184354683271625,,,,,,
551,False,3930,13.523833757421544,53148.666666666664,296.13628521748643,17.208610786971924,,,,,,
552,False,4046,13.288762563849069,53766.333333333336,258.2698045158765,16.070774857357577,,,,,,
553,False,1887,9.954954954954955,18785.0,144.47509512692343,12.0197793293772,,,,,,
554,False,3350,11.707263681592039,39219.33333333333,219.40505171654166,14.812327694070964,,,,,,
555,False,3466,16.177053279476823,56069.66666666667,432.0127952406697,20.78491749419924,,,,,,
556,True,4808,22.00103993344426,105781.0,767.5879772879229,27.705378129307725,207.0,69.0,21.991262741834824,317136.0,765.9382081066133,27.675588667752187
557,False,5329,19.23406517795709,102498.33333333333,647.0006960720638,25.43620836665842,,,,,,
558,False,3007,11.750138565569227,35332.666666666664,247.1527338794804,15.721092006584033,,,,,,
559,False,6297,16.13847864062252,101624.0,446.57253400434763,21.132262869942434,,,,,,
560,False,1103,11.642490178301601,12841.666666666666,195.96194194044455,13.998640717599853,,,,,,
561,False,5589,18.537901830977514,103608.33333333333,620.5326929913767,24.91049363202939,,,,,,
562,False,3744,16.233262108262107,60777.33333333333,452.74562440138465,21.27782001055053,,,,,,
563,False,2880,17.575462962962963,50617.333333333336,504.26791645233214,22.455910501521245,,,,,,
564,False,3434,14.680547466511356,50413.0,324.0067639014065,18.000187885169602,,,,,,
565,False,2259,10.539176626826029,23808.0,160.76373743626647,12.679264073133995,,,,,,
566,False,4071,19.19012527634488,78123.0,682.5622311560081,26.1258919686201,,,,,,
567,True,2437,17.906305566953904,43637.666666666664,542.5885404614093,23.293530012890045,115.0,38.333333333333336,17.89792008757526,130798.0,541.8204499706255,23.277036967161983
568,False,5269,11.833238438666413,62349.33333333333,235.26490899755328,15.338347661907827,,,,,,
569,False,758,12.18381706244503,9235.333333333332,215.61880583460774,14.68396424112398,,,,,,
570,False,7973,12.263514360968268,97777.0,254.22785521898146,15.944524302059985,,,,,,
571,False,6291,18.395273671382398,115724.66666666667,628.632928438059,25.072553289165803,,,,,,
572,True,3090,15.298597626752967,47272.666666666664,396.6625115177074,19.916388013836933,122.0,40.666666666666664,15.29038523794108,141696.0,395.8581604968923,19.89618457134162
573,False,4148,19.092896174863387,79197.33333333333,624.2496473820202,24.984988440702153,,,,,,
574,True,1799,21.45840281637947,38603.666666666664,744.68073215347,27.288838966754707,158.0,52.666666666666664,21.441045606229142,115653.0,742.4467468488656,27.247876006192953
575,True,3963,13.355370510555977,52927.333333333336,297.50269657607043,17.24826648031826,212.0,35.333333333333336,13.344273331650257,158570.0,296.53644515696527,17.220233597630585
576,True,4027,13.00852578428938,52385.333333333336,324.3849119977004,18.01068882629702,152.0,50.666666666666664,12.999172048352376,157004.0,323.2372902567051,17.978801135134262
577,False,4506,12.672362775558515,57101.66666666667,285.2276886176172,16.88868522465906,,,,,,
578,False,4735,25.333474128827877,119954.0,1121.0238178846705,33.48169377263746,,,,,,
579,True,4390,13.760895975702354,60410.333333333336,349.8033455905457,18.70303038522222,119.0,39.666666666666664,13.75499354446723,181112.0,349.2363947121175,18.68786758065557
580,False,3614,18.87151817007932,68201.66666666666,602.628115182708,24.548484987524343,,,,,,
581,False,3532,14.513495658739147,51261.66666666667,358.0739024274066,18.922840759975934,,,,,,
582,False,3841,24.734444155167925,95005.0,1158.8106742267478,34.04130835068987,,,,,,
583,False,4788,16.33611807296018,78217.33333333334,505.2288514302248,22.47729635499396,,,,,,
584,False,3771,26.1027136922125,98433.33333333334,1284.5882300618448,35.84115274460135,,,,,,
585,False,3392,15.837362421383649,53720.333333333336,473.7037966595313,21.764737459007662,,,,,,
586,False,4024,20.362657388999338,81939.33333333334,769.0257029449106,27.73131267980134,,,,,,
587,False,2468,10.5602377093463,26062.666666666668,169.5081218235591,13.019528479309805,,,,,,
588,False,4978,11.69586179188429,58222.0,235.12191002134315,15.333685467667033,,,,,,
589,False,5655,18.01025641025641,101848.0,551.7070566097622,23.488445172249314,,,,,,
590,False,4985,12.931862253426948,64465.333333333336,268.9486838940984,16.399654993142338,,,,,,
591,False,2896,12.188075506445673,35296.666666666664,268.1773347861957,16.376120871140262,,,,,,
592,False,5286,11.353890780678523,60016.66666666667,211.2527408840227,14.534536142719611,,,,,,
593,False,5616,18.694385090218425,104987.66666666667,655.4290947785812,25.601349471826307,,,,,,
594,True,2953,14.21887346201603,41988.333333333336,384.41998017351295,19.606631025587056,124.0,41.333333333333336,14.20968834688347,125841.0,383.51282844849106,19.58348356264766
595,False,3210,12.141017653167186,38972.666666666664,249.17845254693657,15.785387310640704,,,,,,
596,False,2801,10.098655242175413,28286.333333333332,155.83758357779797,12.483492443134573,,,,,,
597,False,981,6.779816513761468,6651.0,69.28960961634981,8.32403805952074,,,,,,
598,True,3210,11.612980269989615,37277.666666666664,237.86215757697315,15.422780474900534,90.0,30.0,11.607250441466709,111743.0,237.45050523726866,15.409429101601027
599,False,4871,16.46588653938274,80205.33333333333,483.15857417641024,21.98086836720538,,,,,,
600,False,4460,20.75067264573991,92548.0,695.6995698016584,26.376117413327883,,,,,,
601,False,5281,16.661743356687495,87990.66666666666,516.5011855487274,22.72666243751439,,,,,,
602,False,2488,14.79943729903537,36821.0,378.5496727809025,19.456353018510494,,,,,,
603,False,3836,29.60384080639555,113560.33333333333,1542.912661647233,39.2799269557268,,,,,,
604,False,3126,15.49317551716784,48431.66666666667,407.77885084592646,20.19353487742863,,,,,,
605,False,1871,10.220381257794406,19122.333333333332,179.9516102590608,13.414604364611757,,,,,,
606,False,4186,13.422838031533683,56187.99999999999,289.02060280717916,17.00060595411761,,,,,,
607,False,2429,13.520378756689995,32841.0,289.07626235139725,17.00224286238134,,,,,,
608,False,2023,13.247816773768331,26800.333333333336,258.76969576079296,16.086320143550324,,,,,,
609,False,4648,17.577165806081467,81698.66666666666,594.180075271992,24.375809222915905,,,,,,
610,True,4933,15.335563213730657,75650.33333333333,416.2380967011699,20.401914045039252,149.0,49.666666666666664,15.32860232495269,226802.0,415.40188804380097,20.38141035462956
611,False,2676,11.06228201295466,29602.666666666668,201.91266305350302,14.209597568316388,,,,,,
612,False,4721,16.422579961872486,77531.00000000001,453.14522763031795,21.287208075046337,,,,,,
613,True,3678,13.724850462207721,50480.0,338.12802664521143,18.38825784693078,132.0,44.0,13.716616807179767,151308.0,337.2541151427108,18.364479713368162
614,False,4517,11.732123090546823,52994.0,217.30865669092213,14.741392630647965,,,,,,
615,False,1293,6.581077597318896,8509.333333333332,67.53241843146255,8.217811048659037,,,,,,
616,False,2737,20.345877481427355,55686.66666666667,761.6872132447627,27.59868136786181,,,,,,
617,False,1905,8.791251093613297,16747.333333333332,138.34784996582337,11.76213628410347,,,,,,
618,True,4206,13.72364875574576,57721.666666666664,357.0505122215316,18.895780275541192,170.0,56.666666666666664,13.713436385255648,172995.0,355.6655626264526,18.859097609017578
619,False,3130,12.593397231096912,39417.333333333336,306.25320453975803,17.50009155803929,,,,,,
620,False,3185,9.524018838304553,30334.0,139.86554031152372,11.826476242377682,,,,,,
621,False,3802,17.199456426442225,65392.33333333334,444.36605616603924,21.079991844543944,,,,,,
622,False,2020,17.31897689768977,34984.333333333336,548.7017190852749,23.42438300329968,,,,,,
623,False,1494,21.57362784471218,32231.0,849.1040166914871,29.13938943580471,,,,,,
